0,49.0
1,45.0
2,45.0
3,49.0
4,45.0
5,45.0
6,49.0
7,45.0
8,45.0
9,49.0
10,50.0
11,50.0
12,49.0
13,50.0
14,50.0
15,48.0
16,48.0
17,49.0
18,48.0
19,44.0
20,44.0
21,49.0
22,45.0
23,45.0
24,49.0
25,50.0
26,50.0
27,49.0
28,50.0
29,50.0
30,48.0
31,48.0
32,49.0
33,49.0
34,45.0
35,43.0
36,49.0
37,50.0
38,50.0
39,49.0
40,50.0
41,50.0
42,48.0
43,48.0
44,48.0
45,48.0
46,50.0
47,50.0
48,48.0
49,50.0
50,50.0
51,48.0
52,50.0
53,50.0
54,48.0
55,50.0
56,50.0
57,48.0
58,50.0
59,50.0
60,47.0
61,48.0
62,48.0
63,47.0
64,43.0
65,43.0
66,48.0
67,44.0
68,44.0
69,48.0
70,49.0
71,49.0
72,48.0
73,49.0
74,49.0
75,47.0
76,48.0
77,48.0
78,49.0
79,45.0
80,43.0
81,49.0
82,50.0
83,50.0
84,49.0
85,50.0
86,50.0
87,48.0
88,48.0
89,48.0
90,48.0
91,50.0
92,50.0
93,48.0
94,50.0
95,50.0
96,48.0
97,50.0
98,50.0
99,48.0
100,50.0
101,50.0
102,48.0
103,50.0
104,50.0
105,47.0
106,48.0
107,48.0
108,46.0
109,42.0
110,40.0
111,49.0
112,47.0
113,47.0
114,49.0
115,47.0
116,47.0
117,45.0
118,45.0
119,45.0
120,48.0
121,47.0
122,47.0
123,48.0
124,50.0
125,50.0
126,48.0
127,48.0
128,48.0
129,48.0
130,50.0
131,50.0
132,48.0
133,48.0
134,48.0
135,44.0
136,45.0
137,45.0
138,47.0
139,47.0
140,47.0
141,48.0
142,50.0
143,50.0
144,47.0
145,48.0
146,49.0
147,48.0
148,50.0
149,50.0
150,48.0
151,50.0
152,50.0
153,47.0
154,48.0
155,48.0
156,47.0
157,49.0
158,49.0
159,48.0
160,50.0
161,50.0
162,47.0
163,48.0
164,48.0
165,43.0
166,46.0
167,46.0
