0,31.0
1,32.0
2,32.0
3,31.0
4,32.0
5,32.0
6,31.0
7,32.0
8,32.0
9,31.0
10,31.0
11,32.0
12,31.0
13,31.0
14,32.0
15,31.0
16,31.0
17,32.0
18,30.0
19,31.0
20,31.0
21,30.0
22,31.0
23,31.0
24,30.0
25,31.0
26,32.0
27,30.0
28,31.0
29,32.0
30,30.0
31,31.0
32,32.0
33,31.0
34,32.0
35,32.0
36,30.0
37,31.0
38,32.0
39,30.0
40,31.0
41,32.0
42,30.0
43,31.0
44,32.0
45,30.0
46,31.0
47,32.0
48,30.0
49,31.0
50,32.0
51,30.0
52,31.0
53,32.0
54,29.0
55,31.0
56,32.0
57,30.0
58,31.0
59,32.0
60,30.0
61,31.0
62,32.0
63,29.0
64,30.0
65,30.0
66,29.0
67,30.0
68,30.0
69,29.0
70,31.0
71,31.0
72,29.0
73,31.0
74,31.0
75,29.0
76,31.0
77,31.0
78,30.0
79,31.0
80,31.0
81,29.0
82,31.0
83,31.0
84,29.0
85,31.0
86,31.0
87,29.0
88,31.0
89,31.0
90,29.0
91,31.0
92,32.0
93,29.0
94,31.0
95,32.0
96,29.0
97,31.0
98,32.0
99,28.0
100,30.0
101,31.0
102,29.0
103,31.0
104,31.0
105,29.0
106,31.0
107,31.0
108,31.0
109,32.0
110,32.0
111,30.0
112,32.0
113,32.0
114,30.0
115,32.0
116,32.0
117,30.0
118,32.0
119,32.0
120,30.0
121,32.0
122,32.0
123,30.0
124,32.0
125,32.0
126,30.0
127,32.0
128,32.0
129,29.0
130,31.0
131,31.0
132,29.0
133,32.0
134,31.0
135,30.0
136,32.0
137,31.0
138,31.0
139,32.0
140,32.0
141,31.0
142,32.0
143,32.0
144,31.0
145,32.0
146,32.0
147,30.0
148,31.0
149,32.0
150,30.0
151,32.0
152,32.0
153,30.0
154,32.0
155,32.0
156,29.0
157,31.0
158,31.0
159,29.0
160,31.0
161,31.0
162,30.0
163,32.0
164,31.0
165,30.0
166,32.0
167,31.0
