Piece,Rotation,Flip,Row,Col,Turn
Piece.CORNER_STATION,Rotation.R180,False,0,0,1
Piece.RAILWAY_T,Rotation.R270,False,1,0,1
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,5,1
Piece.HIGHWAY_CORNER,Rotation.I,False,0,1,1
Piece.OVERPASS,Rotation.R90,False,3,0,2
Piece.RAILWAY_T,Rotation.R270,False,4,0,2
Piece.RAILWAY_T,Rotation.I,False,5,0,2
Piece.RAILWAY_T,Rotation.R270,False,2,0,2
Piece.RAILWAY_CORNER,Rotation.R270,False,5,1,3
Piece.RAILWAY_STRAIGHT,Rotation.I,False,0,3,3
Piece.STRAIGHT_STATION,Rotation.I,False,6,1,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,1,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,3,4
Piece.CORNER_STATION,Rotation.R180,False,6,3,4
Piece.HIGHWAY_T,Rotation.R180,False,6,4,4
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,2,4
Piece.OVERPASS,Rotation.R90,False,1,3,5
Piece.HIGHWAY_T,Rotation.R270,False,1,4,5
Piece.RAILWAY_CORNER,Rotation.R90,False,2,3,5
Piece.HIGHWAY_CORNER,Rotation.I,False,3,4,5
Piece.CROSS_JUNCTION,Rotation.I,False,2,4,5
Piece.RAILWAY_T,Rotation.I,False,1,6,6
Piece.CORNER_STATION,Rotation.R90,False,1,5,6
Piece.HIGHWAY_CORNER,Rotation.R180,False,0,4,6
Piece.HIGHWAY_JUNCTION,Rotation.I,False,0,5,6
Piece.HIGHWAY_CORNER,Rotation.I,False,0,6,6
