0,35.0
1,33.0
2,34.0
3,34.0
4,34.0
5,36.0
6,35.0
7,35.0
8,37.0
9,34.0
10,34.0
11,35.0
12,34.0
13,34.0
14,36.0
15,35.0
16,35.0
17,36.0
18,33.0
19,34.0
20,35.0
21,34.0
22,35.0
23,36.0
24,34.0
25,33.0
26,34.0
27,33.0
28,34.0
29,35.0
30,34.0
31,35.0
32,36.0
33,34.0
34,33.0
35,33.0
36,34.0
37,34.0
38,35.0
39,34.0
40,35.0
41,36.0
42,34.0
43,36.0
44,36.0
45,34.0
46,35.0
47,32.0
48,34.0
49,35.0
50,35.0
51,35.0
52,36.0
53,36.0
54,34.0
55,35.0
56,35.0
57,35.0
58,36.0
59,36.0
60,34.0
61,34.0
62,36.0
63,32.0
64,33.0
65,34.0
66,33.0
67,34.0
68,35.0
69,33.0
70,32.0
71,33.0
72,32.0
73,33.0
74,34.0
75,33.0
76,34.0
77,35.0
78,33.0
79,32.0
80,32.0
81,33.0
82,33.0
83,34.0
84,33.0
85,34.0
86,35.0
87,33.0
88,35.0
89,35.0
90,33.0
91,34.0
92,34.0
93,33.0
94,34.0
95,35.0
96,34.0
97,35.0
98,35.0
99,33.0
100,34.0
101,34.0
102,34.0
103,35.0
104,35.0
105,33.0
106,33.0
107,35.0
108,28.0
109,28.0
110,31.0
111,29.0
112,31.0
113,31.0
114,30.0
115,31.0
116,33.0
117,31.0
118,30.0
119,34.0
120,31.0
121,33.0
122,34.0
123,32.0
124,34.0
125,35.0
126,32.0
127,33.0
128,36.0
129,31.0
130,33.0
131,34.0
132,32.0
133,33.0
134,35.0
135,32.0
136,32.0
137,34.0
138,35.0
139,34.0
140,33.0
141,34.0
142,34.0
143,36.0
144,32.0
145,34.0
146,36.0
147,33.0
148,33.0
149,37.0
150,34.0
151,34.0
152,36.0
153,32.0
154,33.0
155,37.0
156,34.0
157,34.0
158,36.0
159,35.0
160,35.0
161,37.0
162,32.0
163,33.0
164,37.0
165,31.0
166,32.0
167,33.0
