Move,Piece,Rotation,Flip,Row,Col
0,Piece.RAILWAY_CORNER,Rotation.R90,False,0,3
0,Piece.HIGHWAY_T,Rotation.R90,False,1,5
0,Piece.OVERPASS,Rotation.I,False,0,4
0,Piece.CROSS_JUNCTION,Rotation.I,False,0,5
0,Piece.RAILWAY_T,Rotation.R180,False,0,6
1,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
1,Piece.CORNER_JUNCTION,Rotation.I,False,1,6
1,Piece.OVERPASS,Rotation.I,False,2,5
1,Piece.HIGHWAY_T,Rotation.R90,False,1,5
1,Piece.RAILWAY_T,Rotation.R270,False,2,6
2,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
2,Piece.CORNER_JUNCTION,Rotation.I,False,1,6
2,Piece.OVERPASS,Rotation.I,False,2,5
2,Piece.RAILWAY_T,Rotation.R270,False,2,6
2,Piece.HIGHWAY_T,Rotation.R90,False,0,5
3,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
3,Piece.HIGHWAY_T,Rotation.R90,False,3,6
3,Piece.OVERPASS,Rotation.I,False,0,5
3,Piece.THREE_H_JUNCTION,Rotation.I,False,4,6
3,Piece.RAILWAY_T,Rotation.R270,False,0,6
4,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
4,Piece.CORNER_JUNCTION,Rotation.I,False,1,6
4,Piece.OVERPASS,Rotation.I,False,2,5
4,Piece.RAILWAY_T,Rotation.R90,False,4,6
4,Piece.HIGHWAY_T,Rotation.R270,False,0,6
5,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
5,Piece.CORNER_JUNCTION,Rotation.I,False,1,6
5,Piece.OVERPASS,Rotation.I,False,2,5
5,Piece.RAILWAY_T,Rotation.R90,False,4,6
5,Piece.HIGHWAY_T,Rotation.R180,False,0,6
6,Piece.RAILWAY_T,Rotation.I,False,5,6
6,Piece.OVERPASS,Rotation.I,False,2,5
6,Piece.RAILWAY_CORNER,Rotation.R180,False,5,5
6,Piece.HIGHWAY_T,Rotation.R90,False,0,5
6,Piece.CORNER_JUNCTION,Rotation.R270,False,6,5
7,Piece.THREE_H_JUNCTION,Rotation.R270,False,5,6
7,Piece.OVERPASS,Rotation.I,False,1,6
7,Piece.RAILWAY_CORNER,Rotation.R90,False,0,3
7,Piece.RAILWAY_T,Rotation.R90,False,1,5
7,Piece.HIGHWAY_T,Rotation.R270,False,0,6
8,Piece.THREE_H_JUNCTION,Rotation.R270,False,5,6
8,Piece.OVERPASS,Rotation.I,False,1,6
8,Piece.RAILWAY_CORNER,Rotation.R90,False,0,3
8,Piece.RAILWAY_T,Rotation.R90,False,1,5
8,Piece.HIGHWAY_T,Rotation.R180,False,0,6
9,Piece.RAILWAY_T,Rotation.I,False,5,6
9,Piece.OVERPASS,Rotation.I,False,2,5
9,Piece.RAILWAY_CORNER,Rotation.R180,False,5,5
9,Piece.CORNER_JUNCTION,Rotation.R270,False,6,5
9,Piece.HIGHWAY_T,Rotation.R90,False,3,5
10,Piece.RAILWAY_CORNER,Rotation.R90,False,1,3
10,Piece.OVERPASS,Rotation.I,False,1,6
10,Piece.RAILWAY_T,Rotation.R90,False,0,3
10,Piece.CROSS_JUNCTION,Rotation.I,False,1,5
10,Piece.HIGHWAY_T,Rotation.R180,False,0,6
11,Piece.RAILWAY_CORNER,Rotation.R90,False,1,3
11,Piece.OVERPASS,Rotation.I,False,1,6
11,Piece.RAILWAY_T,Rotation.R90,False,0,3
11,Piece.CROSS_JUNCTION,Rotation.I,False,1,5
11,Piece.HIGHWAY_T,Rotation.R270,False,0,6
12,Piece.RAILWAY_T,Rotation.I,False,5,6
12,Piece.OVERPASS,Rotation.I,False,2,5
12,Piece.RAILWAY_CORNER,Rotation.R180,False,5,5
12,Piece.HIGHWAY_T,Rotation.R90,False,1,5
12,Piece.CORNER_JUNCTION,Rotation.R270,False,6,5
13,Piece.RAILWAY_T,Rotation.I,False,5,6
13,Piece.OVERPASS,Rotation.I,False,2,5
13,Piece.RAILWAY_CORNER,Rotation.R180,False,5,5
13,Piece.CORNER_JUNCTION,Rotation.R270,False,6,5
13,Piece.HIGHWAY_T,Rotation.I,False,3,5
14,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
14,Piece.THREE_H_JUNCTION,Rotation.R270,False,1,6
14,Piece.OVERPASS,Rotation.I,False,2,5
14,Piece.RAILWAY_T,Rotation.R90,False,4,6
14,Piece.HIGHWAY_T,Rotation.R180,False,0,6
15,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
15,Piece.THREE_H_JUNCTION,Rotation.R270,False,1,6
15,Piece.OVERPASS,Rotation.I,False,2,5
15,Piece.RAILWAY_T,Rotation.R90,False,4,6
15,Piece.HIGHWAY_T,Rotation.R270,False,0,6
