Move,Piece,Rotation,Flip,Row,Col
0,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,6
0,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
0,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
0,Piece.CORNER_JUNCTION,Rotation.R180,False,6,5
0,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
1,Piece.CROSS_JUNCTION,Rotation.I,False,2,5
1,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
1,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
1,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
1,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
2,Piece.CROSS_JUNCTION,Rotation.I,False,2,5
2,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
2,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
2,Piece.STRAIGHT_STATION,Rotation.R270,False,2,6
2,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
3,Piece.CROSS_JUNCTION,Rotation.I,False,2,5
3,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
3,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
3,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
3,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,1
4,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0
4,Piece.CROSS_JUNCTION,Rotation.I,False,2,5
4,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
4,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
4,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
5,Piece.THREE_H_JUNCTION,Rotation.R90,False,2,5
5,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
5,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
5,Piece.STRAIGHT_STATION,Rotation.R90,False,2,6
5,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
6,Piece.THREE_H_JUNCTION,Rotation.R90,False,2,5
6,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
6,Piece.STRAIGHT_STATION,Rotation.R270,False,3,6
6,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,6
6,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
7,Piece.THREE_H_JUNCTION,Rotation.R90,False,2,5
7,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
7,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,6
7,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
7,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
8,Piece.THREE_H_JUNCTION,Rotation.R90,False,2,5
8,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
8,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
8,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,6
8,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
9,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
9,Piece.RAILWAY_JUNCTION,Rotation.I,False,5,4
9,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
9,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
9,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,1
10,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0
10,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
10,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
10,Piece.CORNER_JUNCTION,Rotation.R180,False,6,5
10,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
11,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0
11,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
11,Piece.RAILWAY_JUNCTION,Rotation.I,False,5,4
11,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
11,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
12,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
12,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
12,Piece.CORNER_JUNCTION,Rotation.R180,False,6,5
12,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
12,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,1
13,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,6
13,Piece.STRAIGHT_STATION,Rotation.R90,False,1,6
13,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
13,Piece.CORNER_JUNCTION,Rotation.R180,False,6,5
13,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,1
14,Piece.STRAIGHT_STATION,Rotation.R90,False,1,6
14,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,5
14,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6
14,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
14,Piece.THREE_H_JUNCTION,Rotation.R90,False,3,5
15,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,6
15,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,5
15,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5
15,Piece.CORNER_JUNCTION,Rotation.R180,False,6,5
15,Piece.STRAIGHT_STATION,Rotation.R270,False,3,5
