0,63.0
1,63.0
2,63.0
3,66.0
4,65.0
5,64.0
6,67.0
7,65.0
8,65.0
9,63.0
10,65.0
11,65.0
12,62.0
13,64.0
14,64.0
15,63.0
16,65.0
17,65.0
18,67.0
19,66.0
20,66.0
21,66.0
22,66.0
23,67.0
24,64.0
25,66.0
26,66.0
27,63.0
28,65.0
29,65.0
30,64.0
31,66.0
32,66.0
33,65.0
34,65.0
35,65.0
36,63.0
37,65.0
38,65.0
39,62.0
40,64.0
41,64.0
42,63.0
43,65.0
44,65.0
45,65.0
46,59.0
47,60.0
48,66.0
49,62.0
50,61.0
51,65.0
52,63.0
53,60.0
54,65.0
55,63.0
56,60.0
57,64.0
58,64.0
59,59.0
60,63.0
61,63.0
62,58.0
63,66.0
64,66.0
65,65.0
66,65.0
67,66.0
68,66.0
69,63.0
70,65.0
71,65.0
72,64.0
73,66.0
74,64.0
75,65.0
76,65.0
77,65.0
78,64.0
79,64.0
80,65.0
81,63.0
82,66.0
83,66.0
84,63.0
85,65.0
86,65.0
87,63.0
88,66.0
89,65.0
90,64.0
91,62.0
92,62.0
93,65.0
94,63.0
95,61.0
96,64.0
97,62.0
98,62.0
99,64.0
100,62.0
101,60.0
102,65.0
103,63.0
104,61.0
105,64.0
106,62.0
107,61.0
108,62.0
109,64.0
110,64.0
111,59.0
112,63.0
113,64.0
114,61.0
115,63.0
116,63.0
117,61.0
118,64.0
119,64.0
120,60.0
121,63.0
122,63.0
123,60.0
124,64.0
125,62.0
126,61.0
127,63.0
128,63.0
129,61.0
130,63.0
131,61.0
132,62.0
133,62.0
134,62.0
135,61.0
136,63.0
137,62.0
138,58.0
139,58.0
140,60.0
141,59.0
142,60.0
143,61.0
144,60.0
145,60.0
146,60.0
147,60.0
148,60.0
149,60.0
150,59.0
151,61.0
152,59.0
153,59.0
154,61.0
155,58.0
156,58.0
157,60.0
158,57.0
159,59.0
160,61.0
161,57.0
162,60.0
163,62.0
164,57.0
165,59.0
166,61.0
167,57.0
