0,47.0
1,50.0
2,48.0
3,46.0
4,50.0
5,50.0
6,47.0
7,47.0
8,50.0
9,47.0
10,50.0
11,49.0
12,46.0
13,49.0
14,49.0
15,47.0
16,47.0
17,50.0
18,45.0
19,49.0
20,50.0
21,46.0
22,46.0
23,50.0
24,47.0
25,50.0
26,51.0
27,46.0
28,49.0
29,50.0
30,46.0
31,47.0
32,51.0
33,47.0
34,46.0
35,50.0
36,48.0
37,50.0
38,51.0
39,47.0
40,49.0
41,50.0
42,47.0
43,47.0
44,51.0
45,52.0
46,51.0
47,50.0
48,51.0
49,50.0
50,49.0
51,48.0
52,51.0
53,50.0
54,50.0
55,49.0
56,48.0
57,47.0
58,50.0
59,49.0
60,46.0
61,47.0
62,47.0
63,44.0
64,48.0
65,50.0
66,45.0
67,45.0
68,50.0
69,46.0
70,50.0
71,51.0
72,45.0
73,49.0
74,50.0
75,45.0
76,46.0
77,51.0
78,46.0
79,46.0
80,50.0
81,47.0
82,50.0
83,51.0
84,46.0
85,49.0
86,50.0
87,46.0
88,46.0
89,51.0
90,51.0
91,51.0
92,52.0
93,50.0
94,50.0
95,51.0
96,47.0
97,51.0
98,52.0
99,49.0
100,49.0
101,50.0
102,46.0
103,50.0
104,51.0
105,45.0
106,46.0
107,51.0
108,46.0
109,45.0
110,50.0
111,48.0
112,50.0
113,51.0
114,47.0
115,49.0
116,50.0
117,47.0
118,46.0
119,51.0
120,52.0
121,51.0
122,53.0
123,51.0
124,50.0
125,52.0
126,48.0
127,51.0
128,53.0
129,50.0
130,49.0
131,51.0
132,47.0
133,50.0
134,52.0
135,46.0
136,47.0
137,52.0
138,52.0
139,53.0
140,51.0
141,51.0
142,53.0
143,53.0
144,52.0
145,54.0
146,54.0
147,50.0
148,56.0
149,52.0
150,51.0
151,57.0
152,53.0
153,49.0
154,52.0
155,50.0
156,49.0
157,55.0
158,51.0
159,50.0
160,56.0
161,52.0
162,48.0
163,51.0
164,49.0
165,45.0
166,47.0
167,47.0
